amount=2500
max_size=500
max_weight=25
node,pos_x,pos_y,weight
1492,-313,272,13
1493,-29,-349,2
1494,-164,-292,19
1495,95,-391,23
1496,310,-479,24
1497,-390,-47,23
1498,318,482,17
1499,-29,-287,0
1500,436,479,19
1501,-65,25,17
1502,-285,283,18
1503,391,-152,10
1504,393,-421,4
1505,381,-445,9
1506,-41,91,17
1507,424,-249,25
1508,472,0,19
1509,-171,-123,16
1510,-266,258,5
1511,245,330,18
1512,66,342,6
1513,-418,-421,7
1514,343,-406,9
1515,-302,484,6
1516,60,-415,16
1517,-19,273,17
1518,37,-430,2
1519,58,395,25
1520,494,47,22
1521,470,-461,12
1522,-499,302,13
1523,399,-149,23
1524,354,82,25
1525,307,350,16
1526,-305,46,4
1527,500,-123,14
1528,-267,-483,0
1529,155,-414,8
1530,462,-458,21
1531,-496,-431,6
1532,427,-466,9
1533,25,295,16
1534,341,-185,12
1535,-217,-367,19
1536,259,-58,23
1537,430,-336,11
1538,186,-159,8
1539,410,207,17
1540,272,-256,15
1541,-490,-360,21
1542,499,-122,10
1543,470,-108,23
1544,-387,-194,22
1545,5,-160,11
1546,447,11,8
1547,458,-361,14
1548,296,-40,14
1549,321,161,15
1550,326,219,17
1551,440,272,2
1552,-471,232,11
1553,-125,-419,13
1554,342,497,0
1555,-305,-262,25
1556,-19,-38,4
1557,372,276,2
1558,305,-43,22
1559,356,155,23
1560,309,170,10
1561,-379,-329,10
1562,-234,399,13
1563,34,390,17
1564,171,-94,2
1565,-377,4,14
1566,199,-178,3
1567,218,-344,9
1568,229,244,2
1569,-146,277,5
1570,-471,51,13
1571,104,415,22
1572,352,9,12
1573,298,-322,1
1574,275,-154,20
1575,-126,-219,16
1576,-341,51,10
1577,-156,-81,15
1578,461,-130,17
1579,-344,-178,23
1580,-311,12,14
1581,-240,311,8
1582,-50,32,22
1583,-495,242,21
1584,422,-191,16
1585,1,-314,11
1586,-487,-162,3
1587,179,447,13
1588,153,105,16
1589,-316,325,20
1590,106,-472,3
1591,-492,-290,17
1592,-444,-33,4
1593,500,-341,21
1594,353,147,21
1595,-349,339,4
1596,393,256,8
1597,-456,-286,23
1598,-259,-312,4
1599,484,163,16
1600,325,28,1
1601,-213,98,1
1602,117,-328,17
1603,-309,-365,4
1604,206,87,19
1605,271,-18,23
1606,101,-342,13
1607,-455,399,15
1608,-113,140,11
1609,68,246,0
1610,262,-96,16
1611,241,331,4
1612,-376,-177,2
1613,315,-228,13
1614,66,251,19
1615,-398,-448,20
1616,169,-10,10
1617,37,87,20
1618,163,374,20
1619,-15,406,23
1620,288,-173,19
1621,-207,245,11
1622,-8,-102,6
1623,-174,106,22
1624,-38,377,25
1625,269,-372,6
1626,59,-415,11
1627,-35,-197,5
1628,470,31,8
1629,129,-91,25
1630,119,-1,4
1631,-476,236,18
1632,134,271,24
1633,-228,-37,13
1634,438,21,17
1635,-345,112,10
1636,-331,361,11
1637,-392,-476,16
1638,-185,171,3
1639,476,-238,24
1640,-38,263,13
1641,189,-385,22
1642,180,314,14
1643,-187,89,3
1644,407,98,9
1645,462,406,19
1646,208,196,5
1647,-242,-134,16
1648,391,55,12
1649,416,99,25
1650,483,-365,9
1651,51,-122,3
1652,-160,251,18
1653,384,478,8
1654,190,-210,8
1655,-268,-495,25
1656,-93,332,10
1657,491,442,17
1658,66,128,15
1659,-17,-147,17
1660,-268,-1,18
1661,-107,195,23
1662,-136,-174,10
1663,-153,67,17
1664,289,419,0
1665,429,484,4
1666,-299,-35,12
1667,88,3,20
1668,-80,389,16
1669,-377,390,5
1670,-40,339,13
1671,244,310,4
1672,431,-145,18
1673,-161,-44,7
1674,-255,-184,5
1675,-170,281,6
1676,8,-129,25
1677,-31,-330,15
1678,28,-481,23
1679,423,-272,18
1680,73,438,22
1681,-298,239,6
1682,136,-223,14
1683,-472,-146,21
1684,-149,51,2
1685,-189,-455,11
1686,402,-34,24
1687,80,491,9
1688,-461,-21,21
1689,-179,-190,15
1690,-91,-356,0
1691,-251,-179,13
1692,-107,267,0
1693,325,-332,11
1694,465,-317,13
1695,-170,282,5
1696,412,18,12
1697,128,-427,8
1698,-150,-97,21
1699,71,101,10
1700,46,111,11
1701,230,-283,12
1702,239,296,0
1703,-486,-474,10
1704,-5,170,22
1705,384,-35,22
1706,283,-401,22
1707,438,-159,5
1708,-308,481,19
1709,230,-72,10
1710,106,-48,1
1711,-303,-393,13
1712,-221,188,4
1713,-406,338,11
1714,234,467,12
1715,363,199,13
1716,-500,-309,12
1717,125,415,10
1718,438,-196,10
1719,-452,330,22
1720,-319,-50,23
1721,333,-207,21
1722,-167,-339,2
1723,-68,102,2
1724,-429,-448,11
1725,200,-261,19
1726,-432,56,8
1727,303,-190,20
1728,-392,-361,14
1729,396,26,23
1730,57,113,7
1731,-191,-287,11
1732,-180,120,24
1733,357,455,14
1734,-356,310,22
1735,-227,-303,22
1736,-63,170,17
1737,330,81,20
1738,-191,52,22
1739,-183,184,16
1740,56,189,20
1741,-354,203,6
1742,347,-154,4
1743,-338,-226,21
1744,201,-234,19
1745,-311,-474,9
1746,75,-472,25
1747,-19,397,10
1748,328,-364,15
1749,423,-29,18
1750,-492,-180,7
1751,-305,361,18
1752,-315,235,23
1753,306,-113,17
1754,-216,349,18
1755,-452,-206,18
1756,-236,-326,16
1757,163,-123,25
1758,421,-263,24
1759,105,1,16
1760,-441,-442,23
1761,-27,-164,22
1762,138,-216,12
1763,-376,416,25
1764,-144,34,13
1765,281,-307,12
1766,-243,135,4
1767,-241,-415,18
1768,-373,301,22
1769,-258,26,19
1770,234,-155,5
1771,494,47,9
1772,-269,-287,2
1773,275,-9,1
1774,143,340,25
1775,-148,-412,20
1776,-304,-399,21
1777,251,262,8
1778,121,10,24
1779,128,212,15
1780,103,349,22
1781,34,205,25
1782,389,-11,10
1783,269,111,16
1784,433,412,7
1785,182,-45,1
1786,-95,492,10
1787,254,-498,14
1788,319,-245,23
1789,-217,14,12
1790,494,148,12
1791,360,-158,19
1792,-466,-213,9
1793,-28,-416,11
1794,163,-311,16
1795,213,128,9
1796,-169,144,21
1797,-270,456,12
1798,-218,236,18
1799,441,5,21
1800,267,266,12
1801,263,-242,11
1802,-370,-414,23
1803,-134,458,21
1804,168,-203,19
1805,95,200,9
1806,-453,-231,24
1807,-387,283,13
1808,-407,424,0
1809,384,287,17
1810,-367,298,22
1811,81,302,12
1812,-151,-208,8
1813,-470,-414,12
1814,-209,112,19
1815,-491,-177,24
1816,49,-235,17
1817,37,116,2
1818,-108,390,6
1819,-83,-269,7
1820,478,32,12
1821,217,-453,6
1822,314,-485,25
1823,-173,69,14
1824,194,-86,11
1825,218,-189,24
1826,-160,297,5
1827,346,-342,17
1828,-257,-293,7
1829,401,-443,11
1830,484,333,17
1831,186,411,11
1832,-53,101,16
1833,-101,10,22
1834,498,368,17
1835,-321,247,9
1836,-288,-370,4
1837,-340,183,13
1838,-361,73,18
1839,-230,483,2
1840,151,-186,15
1841,-276,-362,0
1842,465,290,23
1843,453,335,15
1844,-275,-25,15
1845,-145,346,21
1846,342,-98,13
1847,59,-481,24
1848,-64,-2,25
1849,-103,101,0
1850,337,193,13
1851,-491,482,4
1852,157,334,18
1853,305,-364,8
1854,-478,-126,20
1855,-126,448,20
1856,-396,459,12
1857,321,173,5
1858,320,480,23
1859,87,-236,8
1860,218,451,13
1861,-80,-316,7
1862,-186,372,7
1863,474,440,23
1864,83,294,6
1865,-184,-425,7
1866,-480,-270,14
1867,150,-348,24
1868,-156,-415,15
1869,411,-447,9
1870,116,10,18
1871,-438,123,4
1872,-421,426,9
1873,444,433,3
1874,150,-168,23
1875,-249,354,15
1876,-171,267,22
1877,-332,-489,22
1878,-442,-32,9
1879,-241,323,21
1880,-113,-390,11
1881,-27,-52,20
1882,-80,331,10
1883,-79,110,1
1884,-440,-285,12
1885,-382,39,25
1886,-154,-358,14
1887,119,242,3
1888,-316,415,1
1889,147,390,12
1890,-170,-253,17
1891,69,-354,7
1892,-279,-116,14
1893,116,-248,23
1894,238,-474,21
1895,-444,483,10
1896,-310,-55,1
1897,492,61,24
1898,-91,-32,9
1899,224,-304,23
1900,-405,71,8
1901,305,221,20
1902,-37,-475,6
1903,167,-106,1
1904,-233,-457,8
1905,-177,377,0
1906,341,-300,25
1907,-281,17,2
1908,266,77,15
1909,219,191,7
1910,-467,26,23
1911,-490,64,7
1912,97,-52,25
1913,234,70,8
1914,-13,-229,22
1915,-132,-458,16
1916,-229,-10,6
1917,-336,-443,3
1918,174,-282,13
1919,-135,98,21
1920,-260,-285,10
1921,-391,-447,16
1922,-357,-391,13
1923,387,428,13
1924,400,254,21
1925,91,471,18
1926,-23,110,6
1927,153,-83,7
1928,-150,-321,0
1929,347,330,5
1930,-359,-490,20
1931,-346,262,14
1932,-100,425,16
1933,290,309,15
1934,273,127,1
1935,121,-115,0
1936,210,196,9
1937,-158,171,8
1938,-243,430,16
1939,-248,160,21
1940,365,-413,13
1941,59,12,0
1942,-265,467,25
1943,133,499,8
1944,357,-217,7
1945,481,13,12
1946,-360,488,22
1947,-166,-140,16
1948,190,300,15
1949,443,481,24
1950,-329,64,4
1951,-56,215,24
1952,-51,-192,1
1953,301,64,24
1954,-235,46,23
1955,389,-355,14
1956,187,487,19
1957,-1,438,9
1958,-37,132,22
1959,206,-430,18
1960,121,-209,22
1961,296,-199,2
1962,-145,-132,0
1963,-14,496,15
1964,-53,361,6
1965,125,-25,5
1966,266,358,6
1967,165,272,11
1968,-144,-139,2
1969,-300,-14,20
1970,282,-241,6
1971,364,134,8
1972,-31,296,22
1973,-479,-353,22
1974,-116,219,15
1975,-499,-235,15
1976,-62,265,18
1977,-291,248,21
1978,-154,308,20
1979,455,-209,18
1980,41,-401,2
1981,-162,7,20
1982,-172,-259,24
1983,-169,-428,8
1984,77,299,21
1985,-332,484,9
1986,-247,110,0
1987,-7,390,14
1988,313,84,20
1989,242,380,3
1990,-291,197,5
1991,-199,-157,5
1992,251,416,25
1993,-58,214,11
1994,477,53,25
1995,-469,-448,4
1996,404,474,6
1997,227,-449,8
1998,-48,-206,8
1999,246,-423,13
2000,-170,199,9
2001,-399,-360,5
2002,-293,24,16
2003,457,18,4
2004,-302,203,24
2005,-44,-57,16
2006,-495,45,17
2007,-326,-147,3
2008,202,-256,17
2009,289,424,5
2010,-294,-147,2
2011,-374,-45,19
2012,1,-416,13
2013,-285,324,2
2014,150,289,22
2015,305,142,23
2016,-394,32,10
2017,351,-280,11
2018,-178,-250,15
2019,-143,270,12
2020,455,-39,12
2021,-186,-185,7
2022,450,197,4
2023,261,-419,9
2024,27,213,2
2025,439,224,6
2026,222,155,25
2027,163,8,17
2028,249,-431,19
2029,-76,-81,9
2030,491,-349,2
2031,-344,-288,13
2032,-353,6,5
2033,-423,-22,24
2034,-114,413,10
2035,-125,-141,6
2036,216,-131,9
2037,312,22,23
2038,350,498,0
2039,-76,372,14
2040,-48,-278,10
2041,-46,26,7
2042,75,17,19
2043,68,421,8
2044,66,-397,17
2045,476,-35,18
2046,376,-488,10
2047,144,310,17
2048,228,-397,16
2049,-370,-435,9
2050,-272,-50,18
2051,73,233,8
2052,-242,352,19
2053,-70,10,10
2054,244,-329,9
2055,318,-169,16
2056,-84,-317,2
2057,115,461,20
2058,-341,184,6
2059,-393,-289,15
2060,357,-452,9
2061,203,59,19
2062,96,273,14
2063,39,-252,19
2064,-1,-167,11
2065,326,282,2
2066,275,-65,11
2067,-352,376,11
2068,-345,-285,4
2069,-490,160,16
2070,-288,449,22
2071,336,-176,6
2072,-451,221,13
2073,-223,-31,16
2074,382,443,16
2075,-353,439,14
2076,-491,-84,25
2077,-453,-159,17
2078,-140,73,11
2079,299,-19,18
2080,-480,193,1
2081,-5,28,18
2082,200,-463,5
2083,-490,129,25
2084,-342,250,19
2085,295,-162,15
2086,-33,-360,10
2087,-427,67,13
2088,-137,-481,1
2089,-56,-492,23
2090,347,-311,15
2091,308,397,9
2092,-488,61,10
2093,424,285,15
2094,-437,-382,6
2095,-42,-40,19
2096,-84,219,9
2097,-346,-289,25
2098,141,257,13
2099,-353,498,8
2100,-149,-45,0
2101,149,15,24
2102,-376,355,20
2103,362,182,23
2104,-117,-408,5
2105,-107,-331,15
2106,-362,496,17
2107,304,-191,20
2108,31,-323,24
2109,-176,-149,8
2110,-488,-148,23
2111,33,256,12
2112,-418,478,22
2113,138,87,8
2114,154,27,15
2115,-162,3,18
2116,484,359,1
2117,398,136,11
2118,-300,-493,3
2119,107,483,20
2120,351,-148,0
2121,468,-232,21
2122,-202,-237,1
2123,227,-373,5
2124,197,-71,8
2125,-57,-6,0
2126,194,199,25
2127,292,317,13
2128,-458,-250,7
2129,486,379,2
2130,478,-216,5
2131,-55,385,1
2132,420,493,10
2133,208,320,20
2134,-466,138,14
2135,30,-234,16
2136,-149,135,17
2137,-299,145,2
2138,-215,229,24
2139,-74,-322,21
2140,-265,223,2
2141,-147,-168,8
2142,130,-24,8
2143,-391,235,23
2144,-40,438,2
2145,-99,-153,17
2146,11,-8,19
2147,-138,-267,4
2148,-357,-146,8
2149,-315,-282,13
2150,53,-322,8
2151,213,92,24
2152,58,152,2
2153,0,329,6
2154,-161,421,15
2155,-382,300,5
2156,-321,266,12
2157,-364,-339,15
2158,-481,84,22
2159,-494,442,25
2160,-386,-236,3
2161,-88,-333,14
2162,-451,-293,17
2163,334,314,2
2164,-118,161,10
2165,336,168,21
2166,486,-153,17
2167,439,-442,17
2168,-27,433,11
2169,281,-109,15
2170,-356,30,3
2171,452,80,2
2172,109,-383,17
2173,259,-423,3
2174,411,121,7
2175,-484,-358,23
2176,-331,467,24
2177,-497,-36,1
2178,-481,380,2
2179,-315,-459,11
2180,-198,341,14
2181,220,-104,20
2182,386,133,3
2183,-156,243,12
2184,-347,-239,12
2185,-379,-94,9
2186,-5,-471,23
2187,-377,59,8
2188,380,-423,10
2189,26,188,7
2190,-386,-121,8
2191,-47,264,12
2192,-290,65,8
2193,228,372,22
2194,-436,-344,0
2195,-369,-293,4
2196,-281,-22,5
2197,437,-310,4
2198,-295,334,21
2199,-129,270,15
2200,185,493,16
2201,440,204,3
2202,285,289,0
2203,-146,-74,15
2204,324,323,15
2205,199,411,9
2206,-57,-201,1
2207,120,284,11
2208,247,-165,22
2209,-70,-439,11
2210,441,-298,25
2211,-148,153,10
2212,-400,147,4
2213,-185,213,22
2214,-280,-316,7
2215,59,-147,8
2216,-104,53,24
2217,468,-280,16
2218,343,-79,21
2219,-351,-255,12
2220,35,-233,9
2221,-310,217,4
2222,16,-20,0
2223,-99,-229,12
2224,-165,-274,21
2225,218,436,4
2226,-186,440,15
2227,-494,-78,14
2228,382,128,11
2229,-448,27,17
2230,-102,-251,5
2231,196,258,21
2232,56,-232,19
2233,-56,-445,18
2234,-479,362,2
2235,-269,-268,1
2236,90,267,13
2237,253,126,1
2238,-491,93,25
2239,208,-427,19
2240,81,58,3
2241,328,348,25
2242,468,469,8
2243,157,-497,8
2244,217,411,24
2245,-283,191,3
2246,-135,269,20
2247,-260,-166,10
2248,25,-61,18
2249,-245,-126,9
2250,330,-427,9
2251,462,295,19
2252,-2,110,3
2253,118,205,2
2254,45,399,22
2255,-353,379,23
2256,-429,489,23
2257,-107,-375,23
2258,-410,88,18
2259,393,50,5
2260,-359,408,17
2261,-482,-149,19
2262,377,167,11
2263,218,-283,17
2264,-391,357,14
2265,-168,-339,16
2266,-345,-327,22
2267,-279,-302,3
2268,-484,-302,17
2269,-49,-119,4
2270,400,333,5
2271,460,300,6
2272,-416,302,11
2273,-129,-195,18
2274,331,212,22
2275,-215,-279,11
2276,437,-337,16
2277,-207,203,14
2278,-81,-247,25
2279,-469,403,2
2280,-398,-139,22
2281,368,198,3
2282,190,398,0
2283,-403,-175,14
2284,197,13,4
2285,-172,-16,7
2286,-25,50,15
2287,307,394,22
2288,-200,-21,12
2289,364,482,13
2290,-99,-172,23
2291,84,466,10
2292,365,439,5
2293,-215,-260,21
2294,358,-59,18
2295,30,-38,21
2296,334,-211,9
2297,-404,10,22
2298,336,-409,12
2299,-110,-296,8
2300,331,-13,17
2301,-13,-137,13
2302,313,-310,25
2303,207,-287,22
2304,-479,197,19
2305,350,345,6
2306,-392,17,23
2307,-251,459,17
2308,316,-123,6
2309,-262,160,9
2310,-19,-35,23
2311,-333,-320,16
2312,-347,212,6
2313,67,-413,21
2314,477,343,10
2315,-17,167,4
2316,141,-82,22
2317,-313,134,20
2318,-34,352,9
2319,-409,-301,2
2320,-473,326,5
2321,488,-204,20
2322,-66,38,17
2323,282,-69,0
2324,455,230,9
2325,397,260,0
2326,-150,17,11
2327,130,-450,18
2328,208,471,22
2329,-117,-128,19
2330,-160,378,0
2331,165,-104,10
2332,-361,297,10
2333,235,352,22
2334,407,-433,2
2335,-187,109,1
2336,-499,-401,13
2337,-218,338,17
2338,-324,452,23
2339,-128,-119,8
2340,43,420,1
2341,-431,-192,2
2342,-245,-379,11
2343,235,-351,3
2344,420,123,6
2345,-124,-147,11
2346,403,-365,7
2347,-329,413,20
2348,131,-461,15
2349,-23,28,14
2350,-357,362,23
2351,-125,-300,17
2352,366,272,5
2353,-270,-337,10
2354,-104,-28,7
2355,-316,-364,23
2356,3,366,13
2357,208,-13,6
2358,-383,428,12
2359,30,-96,21
2360,154,288,4
2361,125,264,4
2362,138,-115,21
2363,230,-487,3
2364,358,28,20
2365,-497,44,3
2366,-207,476,21
2367,412,-125,16
2368,-293,-37,13
2369,428,-226,19
2370,464,181,0
2371,216,50,17
2372,-163,490,8
2373,-201,248,9
2374,425,240,22
2375,437,7,3
2376,-269,-352,7
2377,241,235,6
2378,-287,424,10
2379,-195,-251,11
2380,38,330,11
2381,126,336,13
2382,230,237,5
2383,308,-56,17
2384,211,-53,4
2385,-166,-380,14
2386,-326,-185,5
2387,50,185,5
2388,-248,231,20
2389,140,475,15
2390,367,-270,0
2391,-7,453,7
2392,354,332,0
2393,467,-189,23
2394,-333,159,20
2395,-74,474,14
2396,279,425,2
2397,-54,-61,11
2398,-498,68,9
2399,288,-255,10
2400,230,-24,14
2401,-91,-51,3
2402,305,-424,7
2403,122,-427,14
2404,173,-76,2
2405,97,-420,7
2406,-433,-456,13
2407,438,-280,8
2408,279,-163,22
2409,434,29,10
2410,-222,-12,21
2411,78,-445,6
2412,-469,-82,11
2413,-146,-246,16
2414,276,-430,22
2415,-412,-493,6
2416,23,-498,23
2417,-421,390,9
2418,-398,184,2
2419,51,-394,3
2420,-191,-437,12
2421,455,-446,2
2422,342,-178,0
2423,394,107,20
2424,165,2,23
2425,418,-495,9
2426,144,143,16
2427,14,318,25
2428,-167,219,2
2429,233,-47,4
2430,-385,-325,2
2431,426,95,1
2432,24,-144,0
2433,-334,44,5
2434,108,419,21
2435,-266,-451,23
2436,-38,320,25
2437,-417,182,4
2438,-118,237,12
2439,228,-404,1
2440,-11,-360,24
2441,383,407,13
2442,-293,463,5
2443,4,-478,18
2444,-118,-464,6
2445,245,-71,7
2446,66,329,6
2447,144,-440,4
2448,181,190,16
2449,-131,-393,2
2450,143,-96,18
2451,186,369,19
2452,456,-220,10
2453,122,-318,7
2454,311,-499,19
2455,131,5,18
2456,104,-160,24
2457,458,288,1
2458,456,397,9
2459,256,490,19
2460,185,-262,23
2461,179,-241,5
2462,61,-445,15
2463,391,195,4
2464,318,-297,4
2465,-332,294,12
2466,50,122,10
2467,434,5,7
2468,-266,413,23
2469,186,-225,10
2470,480,194,17
2471,-367,-150,3
2472,-462,-182,0
2473,-381,-377,20
2474,-156,-86,13
2475,-453,43,7
2476,111,-393,1
2477,114,109,0
2478,-21,458,11
2479,-101,-360,6
2480,-222,-391,19
2481,-315,325,22
2482,-5,303,25
2483,299,470,12
2484,5,-157,1
2485,249,-17,20
2486,382,185,15
2487,-40,-333,6
2488,41,-93,9
2489,-70,145,19
2490,-485,-122,15
2491,251,-185,13
2492,-160,216,11
2493,39,345,18
2494,151,201,10
2495,55,488,19
2496,-40,424,20
2497,-24,-204,13
2498,-457,169,11
2499,-356,404,16
2500,-401,370,6
